ReceptionTime,ts,tsys0,tsys1,tsys2,tsys3,tsys4,tsys5,tsys6,tsys7,tsys8,tsys9,tsys10,tsys11,tsys12,tsys13,tsys14,tsys15
1518071009.12297,1518071008.78247,21.157798,21.175485,21.253189,21.166528,21.225825,21.299186,21.236078,21.094266,21.233167,21.268624,21.108159,21.164987,21.288125,21.351515,21.228746,21.23357
1518071069.50959,1518071069.16971,21.153417,21.172249,21.251837,21.166191,21.227583,21.295808,21.233671,21.092577,21.231141,21.266397,21.106742,21.166469,21.285363,21.351987,21.226718,21.229862
1518071129.864,1518071129.52589,21.150586,21.17144,21.251702,21.165787,21.222241,21.293646,21.230396,21.090819,21.232964,21.264643,21.106809,21.164381,21.284352,21.351785,21.227259,21.232694
1518071190.22923,1518071189.89246,21.148496,21.166924,21.248525,21.160193,21.222444,21.288985,21.231399,21.090008,21.230195,21.263969,21.104043,21.163371,21.28287,21.350235,21.225433,21.228783
1518071250.55053,1518071250.21249,21.145463,21.16288,21.247646,21.162552,21.219536,21.291011,21.228725,21.084803,21.226548,21.260865,21.10384,21.165593,21.280512,21.345786,21.220767,21.225344
1518071310.86769,1518071310.53249,21.139463,21.161194,21.245754,21.15615,21.218251,21.284796,21.226786,21.083587,21.227291,21.261945,21.099994,21.15758,21.277278,21.342887,21.220226,21.225816
1518071371.19094,1518071370.85246,21.142631,21.156678,21.242779,21.1546,21.213315,21.28439,21.223043,21.084533,21.224387,21.260326,21.099791,21.157378,21.27492,21.346055,21.220429,21.218735
1518071431.56651,1518071431.22686,21.135553,21.154454,21.239197,21.150691,21.211151,21.282634,21.218832,21.081289,21.222361,21.255941,21.095945,21.15657,21.272629,21.342348,21.216641,21.220623
1518071491.91874,1518071491.57245,21.133868,21.152364,21.23744,21.149073,21.209528,21.280539,21.219367,21.079058,21.217634,21.253714,21.092976,21.151452,21.27081,21.33918,21.211164,21.218533
1518071552.31049,1518071551.95407,21.129014,21.148387,21.23629,21.14422,21.209595,21.274594,21.21549,21.076016,21.216418,21.249464,21.092166,21.149163,21.266229,21.336348,21.206903,21.216914
1518071612.69128,1518071612.34269,21.128812,21.147713,21.231559,21.141862,21.201886,21.269391,21.213417,21.076219,21.212704,21.247507,21.089939,21.147547,21.265892,21.335,21.209067,21.213475
1518071673.03163,1518071672.69246,21.123959,21.141781,21.229734,21.13829,21.199181,21.272634,21.209072,21.072298,21.209867,21.244202,21.088792,21.147412,21.262186,21.332102,21.206159,21.208822
1518071733.41061,1518071733.07526,21.11688,21.139287,21.222163,21.13492,21.195529,21.266621,21.207134,21.067431,21.204869,21.243392,21.083124,21.140139,21.259559,21.326439,21.200952,21.206664
1518071793.73599,1518071793.39996,21.116745,21.136051,21.222434,21.130808,21.195935,21.263446,21.202722,21.065944,21.206288,21.239142,21.080492,21.140678,21.257336,21.32745,21.198112,21.205788
1518071854.14427,1518071853.77483,21.112229,21.130591,21.218107,21.13128,21.187347,21.255946,21.198243,21.060063,21.200614,21.236915,21.076038,21.135628,21.252889,21.323608,21.197503,21.201269
1518071914.51578,1518071914.17852,21.108386,21.12877,21.214254,21.12791,21.18525,21.258851,21.198711,21.058171,21.198656,21.23307,21.076916,21.132799,21.250867,21.324484,21.196286,21.200393
1518071974.86846,1518071974.53251,21.102925,21.12358,21.214052,21.123866,21.184574,21.252297,21.194499,21.057833,21.193861,21.227672,21.072462,21.133136,21.247835,21.323203,21.193445,21.194188
1518072035.24693,1518072034.90699,21.099892,21.122029,21.210739,21.118204,21.180922,21.253716,21.188683,21.05452,21.192307,21.228482,21.065848,21.126604,21.246084,21.314777,21.187561,21.194121
1518072095.59359,1518072095.25249,21.09551,21.112591,21.204723,21.115711,21.17328,21.246351,21.18748,21.050464,21.18866,21.225176,21.062677,21.123977,21.240222,21.316665,21.183301,21.18994
1518072155.97758,1518072155.64086,21.091667,21.111041,21.198842,21.113082,21.173483,21.242635,21.182065,21.046341,21.186093,21.218968,21.061732,21.119196,21.235101,21.3108,21.18046,21.188389
1518072216.35305,1518072216.01727,21.086273,21.102951,21.197355,21.108162,21.167396,21.237703,21.179792,21.041406,21.183662,21.217349,21.055861,21.117715,21.235573,21.306553,21.178702,21.181173
1518072276.73281,1518072276.39217,21.08324,21.10349,21.189784,21.102635,21.161039,21.238108,21.174778,21.036674,21.178732,21.214043,21.054308,21.114886,21.227016,21.304058,21.173088,21.179824
1518072337.12532,1518072336.78007,21.078318,21.098029,21.188905,21.100612,21.159956,21.227837,21.16816,21.031604,21.172855,21.207701,21.050327,21.108825,21.225398,21.299676,21.171871,21.180431
1518072397.47124,1518072397.13246,21.072115,21.091153,21.182956,21.096838,21.154546,21.224053,21.165619,21.033226,21.167384,21.203248,21.043376,21.105458,21.221019,21.300216,21.168895,21.170382
1518072457.85599,1518072457.51596,21.063148,21.087175,21.176669,21.091985,21.152382,21.222094,21.16689,21.028697,21.165628,21.198997,21.041756,21.101282,21.217111,21.290171,21.164093,21.170922
1518072518.23452,1518072517.89533,21.062002,21.083939,21.177142,21.085851,21.143657,21.216485,21.157664,21.020314,21.162926,21.193397,21.038584,21.097511,21.213742,21.29098,21.160238,21.162289
1518072579.64363,1518072578.25152,21.056069,21.074298,21.172275,21.080121,21.138584,21.209593,21.150376,21.017002,21.15624,21.192924,21.032915,21.093336,21.207812,21.284777,21.156112,21.159659
1518072639.63074,1518072638.6423,21.050473,21.071264,21.164703,21.07574,21.133985,21.20493,21.147435,21.014297,21.154078,21.18476,21.028393,21.088082,21.205656,21.279519,21.15503,21.157568
1518072699.63656,1518072699.0235,21.044135,21.06432,21.162202,21.073313,21.127695,21.201281,21.144226,21.005982,21.148472,21.183613,21.022184,21.083772,21.196896,21.278912,21.14644,21.150082
1518072759.73935,1518072759.39852,21.039415,21.055959,21.158619,21.067246,21.128304,21.194794,21.138877,21.005035,21.144149,21.175785,21.01746,21.077711,21.192448,21.272103,21.140962,21.143877
1518072820.11049,1518072819.77247,21.035235,21.052791,21.147599,21.062123,21.119511,21.194524,21.133595,21.000438,21.139893,21.172074,21.016177,21.073939,21.190831,21.271496,21.136227,21.140842
1518072880.4855,1518072880.1488,21.024851,21.047869,21.143339,21.05727,21.114167,21.183441,21.128246,20.992799,21.132936,21.165326,21.005379,21.070841,21.183082,21.262934,21.129734,21.137335
1518072940.87218,1518072940.5325,21.021884,21.040519,21.138607,21.050933,21.108283,21.180265,21.1237,20.988877,21.129558,21.158174,21.002206,21.062557,21.179038,21.264484,21.124796,21.131534
1518073001.26284,1518073000.91249,21.014332,21.036002,21.135024,21.045405,21.102195,21.175332,21.118351,20.986173,21.120845,21.153518,20.996064,21.056967,21.170413,21.258416,21.124796,21.126948
1518073061.61249,1518073061.2597,21.010152,21.02818,21.130426,21.040349,21.092861,21.166546,21.110261,20.982995,21.121723,21.147782,20.99026,21.052521,21.170682,21.252146,21.120264,21.12108
1518073121.99303,1518073121.65787,21.003341,21.022988,21.122448,21.032125,21.093063,21.161816,21.107519,20.97522,21.112941,21.147107,20.99026,21.050837,21.165089,21.246415,21.109036,21.118921
1518073182.36743,1518073182.03249,20.99761,21.018133,21.115687,21.029833,21.082714,21.15722,21.10197,20.970352,21.111117,21.137659,20.979055,21.043294,21.159698,21.240886,21.108495,21.110895
1518073242.7437,1518073242.4069,20.989787,21.010784,21.111427,21.022822,21.075409,21.153301,21.095685,20.963523,21.104767,21.132531,20.979055,21.038444,21.154846,21.236976,21.09916,21.102801
1518073303.12905,1518073302.79146,20.986348,21.008761,21.107506,21.017091,21.075611,21.145866,21.091205,20.958655,21.097269,21.127739,20.973183,21.032382,21.146557,21.232593,21.096657,21.103138
1518073363.52101,1518073363.17702,20.980819,21.000399,21.099257,21.010552,21.067629,21.141474,21.083314,20.951894,21.09504,21.120316,20.965691,21.028206,21.143793,21.224435,21.092666,21.097877
1518073423.8684,1518073423.53247,20.973536,20.996421,21.09209,21.007046,21.062218,21.131471,21.078634,20.94547,21.086663,21.116267,20.959076,21.020999,21.137728,21.221603,21.086781,21.090322
1518073484.25655,1518073483.91777,20.968748,20.989205,21.088033,21.002664,21.058429,21.131471,21.075223,20.941211,21.081799,21.110868,20.956578,21.015206,21.136043,21.21695,21.079543,21.083846
1518073544.64295,1518073544.30476,20.962206,20.98145,21.081339,20.997203,21.051597,21.117819,21.067935,20.938574,21.075516,21.106279,20.952056,21.01305,21.126675,21.210275,21.071019,21.082632
1518073605.05082,1518073604.68979,20.955125,20.980574,21.074645,20.989652,21.047132,21.120454,21.061248,20.930257,21.073624,21.098788,20.942673,21.005977,21.124114,21.203802,21.070546,21.076089
1518073665.41272,1518073665.07406,20.950405,20.970054,21.07079,20.986146,21.040908,21.111871,21.055096,20.927958,21.064098,21.093793,20.93815,21.000656,21.117779,21.204274,21.065675,21.070423
1518073725.79709,1518073725.46132,20.943526,20.965333,21.06369,20.981359,21.031775,21.106396,21.050749,20.918424,21.060045,21.085627,20.935045,20.994593,21.115016,21.200363,21.060195,21.063205
1518073786.17491,1518073785.83828,20.937861,20.960006,21.058213,20.975358,21.02501,21.098285,21.044998,20.912338,21.054775,21.079485,20.925054,20.992572,21.105984,21.192608,21.054445,21.059764
1518073846.55208,1518073846.21523,20.932803,20.95569,21.057063,20.970504,21.019327,21.093689,21.038511,20.912,21.051667,21.077326,20.919721,20.987924,21.101873,21.188697,21.049912,21.052546
1518073906.91494,1518073906.57894,20.926935,20.951711,21.048678,20.96275,21.019936,21.09085,21.0349,20.903953,21.04383,21.071184,20.914388,20.979841,21.096549,21.181077,21.038411,21.050657
1518073967.28915,1518073966.95316,20.922079,20.945169,21.039955,20.960592,21.011547,21.084835,21.030219,20.90517,21.041466,21.06376,20.912161,20.977416,21.09419,21.180538,21.039291,21.046475
1518074027.66395,1518074027.32956,20.913581,20.938627,21.035965,20.955266,21.003699,21.083618,21.024668,20.896582,21.037412,21.0589,20.905545,20.971555,21.085764,21.17366,21.034691,21.040336
1518074088.03881,1518074087.70459,20.909467,20.933637,21.030623,20.950276,20.999775,21.07233,21.01885,20.888061,21.030385,21.050733,20.902979,20.966233,21.08199,21.169816,21.027181,21.032173
1518074148.4096,1518074148.07861,20.903734,20.928309,21.028053,20.944815,20.99531,21.06699,21.011761,20.885154,21.024845,21.051543,20.891165,20.962797,21.075856,21.163072,21.022242,21.030149
1518074208.78809,1518074208.45491,20.899553,20.924802,21.018788,20.940364,20.987597,21.060839,21.005742,20.878729,21.016872,21.042701,20.889275,20.953096,21.073093,21.158959,21.019333,21.024954
1518074269.16354,1518074268.8333,20.895034,20.922981,21.011214,20.932543,20.984282,21.057526,21.004204,20.875077,21.013494,21.038989,20.886034,20.950065,21.065678,21.153361,21.010876,21.018208
1518074329.51028,1518074329.17251,20.888559,20.916101,21.010605,20.933015,20.977583,21.049888,20.998586,20.868788,21.008967,21.033521,20.879013,20.943799,21.060556,21.150124,21.004313,21.012338
1518074389.87502,1518074389.54721,20.883702,20.910234,21.000123,20.925125,20.974606,21.046981,20.993971,20.866354,21.003899,21.024409,20.870844,20.940094,21.057994,21.14102,20.999306,21.006266
1518074450.24951,1518074449.92061,20.881477,20.906187,20.999446,20.917708,20.966419,21.04083,20.984006,20.858306,20.997886,21.019616,20.870641,20.936523,21.051321,21.138929,20.995517,21.00431
1518074510.63441,1518074510.30086,20.87399,20.898633,20.99336,20.917371,20.965201,21.035422,20.985143,20.855195,20.992142,21.016309,20.863823,20.930055,21.047816,21.134276,20.991119,21.001881
1518074571.01757,1518074570.68244,20.868459,20.89634,20.986935,20.914336,20.9583,21.027445,20.976649,20.849244,20.990993,21.007466,20.857611,20.925946,21.042086,21.127195,20.984759,20.993313
1518074631.39531,1518074631.05855,20.86259,20.890539,20.982336,20.903817,20.952684,21.022713,20.971165,20.843495,20.984034,21.008209,20.851062,20.92096,21.037839,21.124093,20.98388,20.989939
1518074691.75117,1518074691.4097,20.861039,20.885346,20.975708,20.901524,20.947677,21.018454,20.968489,20.840654,20.977006,21.005576,20.850049,20.917794,21.030963,21.122069,20.975084,20.98245
1518074752.12878,1518074751.79432,20.852405,20.880152,20.974017,20.894646,20.943617,21.01291,20.962135,20.833215,20.971735,20.996801,20.841542,20.912673,21.026717,21.114044,20.9694,20.980021
1518074812.5014,1518074812.1725,20.846806,20.874486,20.968133,20.893162,20.936647,21.011558,20.959259,20.829833,20.965789,20.993763,20.840394,20.905464,21.026514,21.111009,20.965949,20.973476
1518074872.85947,1518074872.53248,20.846064,20.870641,20.959205,20.886621,20.933332,21.007029,20.953306,20.826587,20.961261,20.987215,20.834183,20.900815,21.015661,21.103927,20.960874,20.970777
1518074933.1833,1518074932.85245,20.840803,20.867336,20.959949,20.884395,20.931572,20.998713,20.947688,20.823882,20.958964,20.983839,20.830401,20.897042,21.016066,21.101162,20.957762,20.961601
1518074993.53557,1518074993.20246,20.834529,20.864436,20.952238,20.878731,20.922843,20.998308,20.943875,20.817321,20.955653,20.976954,20.826553,20.892123,21.006965,21.097857,20.954243,20.962208
1518075053.91694,1518075053.5871,20.829605,20.853306,20.94473,20.873403,20.915873,20.987423,20.937454,20.81306,20.950247,20.971891,20.820206,20.887946,21.004942,21.093068,20.946394,20.95789
1518075114.30477,1518075113.96812,20.822387,20.852901,20.942769,20.867536,20.913437,20.986814,20.93538,20.806499,20.945449,20.966423,20.814601,20.878715,21.001235,21.088279,20.945311,20.953572
1518075174.63064,1518075174.2997,20.82151,20.847977,20.936952,20.863152,20.910121,20.982961,20.927487,20.801291,20.938623,20.960144,20.808659,20.881073,20.994965,21.082344,20.935364,20.951277
1518075235.0117,1518075234.68049,20.816315,20.843525,20.932488,20.861534,20.90579,20.974442,20.923875,20.795813,20.935379,20.957309,20.804135,20.870966,20.989707,21.076543,20.934822,20.942843
1518075295.34548,1518075295.01253,20.810379,20.837521,20.928768,20.856408,20.898414,20.970047,20.921066,20.796692,20.933487,20.951233,20.799949,20.86982,20.985325,21.075397,20.927446,20.937647
1518075355.72357,1518075355.3894,20.804847,20.832934,20.92153,20.851755,20.896993,20.965179,20.918791,20.788575,20.92923,20.947992,20.795357,20.863487,20.980605,21.0671,20.92704,20.933734
1518075416.11236,1518075415.75247,20.80053,20.829696,20.916389,20.848248,20.891376,20.961393,20.909895,20.783705,20.921661,20.941646,20.790293,20.860454,20.97501,21.062581,20.919326,20.92847
1518075476.40872,1518075476.08072,20.79547,20.82376,20.915916,20.841638,20.887248,20.959094,20.907018,20.781135,20.917471,20.940228,20.787254,20.855535,20.971774,21.05759,20.909987,20.919091
1518075536.7842,1518075536.45575,20.788049,20.819577,20.910301,20.841638,20.882105,20.951319,20.898991,20.7764,20.912064,20.929899,20.780029,20.851425,20.966784,21.051924,20.91222,20.922127
1518075597.1611,1518075596.83126,20.788521,20.816542,20.907393,20.832938,20.876691,20.948209,20.893439,20.767742,20.905846,20.931181,20.775234,20.847921,20.962942,21.049293,20.902949,20.913422
1518075657.53632,1518075657.20724,20.778941,20.806962,20.897516,20.828352,20.87148,20.94422,20.893171,20.764022,20.903954,20.921864,20.77071,20.841182,20.955121,21.044234,20.901325,20.909913
1518075717.91316,1518075717.58257,20.77604,20.799879,20.89569,20.820056,20.863494,20.935565,20.887686,20.758272,20.900034,20.917746,20.767333,20.837207,20.951547,21.036612,20.894896,20.905459
1518075778.25076,1518075777.9025,20.769833,20.796775,20.888993,20.815537,20.85923,20.928668,20.878186,20.756243,20.892059,20.917138,20.762606,20.827233,20.94494,21.034858,20.88982,20.897294
1518075838.61105,1518075838.28086,20.762884,20.793537,20.884934,20.811827,20.852463,20.928736,20.876112,20.748666,20.888072,20.908429,20.753354,20.825549,20.945007,21.03162,20.884,20.893582
1518075898.98538,1518075898.65339,20.761535,20.784497,20.880334,20.803868,20.849485,20.919878,20.870493,20.744134,20.881583,20.905863,20.752341,20.819484,20.934152,21.028045,20.879804,20.887104
1518075959.37923,1518075959.03828,20.752696,20.779505,20.873569,20.799956,20.843123,20.915956,20.864271,20.741158,20.876379,20.897085,20.747884,20.811127,20.927949,21.019208,20.875743,20.883932
1518076019.69164,1518076019.36247,20.747299,20.772488,20.868563,20.796719,20.838453,20.908721,20.860592,20.735881,20.871378,20.896208,20.74032,20.811666,20.922825,21.014756,20.864103,20.875834
1518076080.10248,1518076079.73847,20.740754,20.765134,20.864098,20.788962,20.833715,20.903446,20.856243,20.72959,20.864619,20.890536,20.737011,20.799805,20.916689,21.008077,20.864035,20.870637
1518076140.41252,1518076140.08075,20.734074,20.762233,20.856927,20.782486,20.82627,20.898104,20.848951,20.723163,20.860631,20.882163,20.729515,20.796301,20.910485,21.003152,20.86214,20.8676
1518076200.78488,1518076200.46,20.728407,20.759534,20.849824,20.777562,20.822886,20.893371,20.842729,20.717684,20.85786,20.879868,20.723572,20.79347,20.910485,20.994922,20.854018,20.860581
1518076261.12913,1518076260.78245,20.724426,20.74793,20.845562,20.768051,20.815238,20.887082,20.838714,20.712542,20.852182,20.870212,20.718236,20.787675,20.903473,20.991954,20.847182,20.855925
1518076321.46759,1518076321.13922,20.717813,20.746783,20.83954,20.764206,20.809078,20.88059,20.831489,20.705168,20.844138,20.865012,20.716143,20.780868,20.89592,20.986557,20.846506,20.847758
1518076381.84557,1518076381.51446,20.715047,20.74017,20.836022,20.760968,20.805829,20.876262,20.823861,20.6982,20.839137,20.861636,20.707025,20.775476,20.890728,20.980013,20.838248,20.845059
1518076442.22347,1518076441.89082,20.70722,20.729915,20.829122,20.755167,20.797572,20.872002,20.81784,20.697524,20.832985,20.856302,20.702838,20.76968,20.886952,20.977179,20.832495,20.838512
1518076502.59924,1518076502.2657,20.701619,20.729375,20.825536,20.75058,20.794526,20.867674,20.8161,20.689473,20.827578,20.849144,20.698177,20.76658,20.880613,20.969961,20.824305,20.8321
1518076562.95266,1518076562.61874,20.695141,20.724921,20.819311,20.744239,20.788569,20.86179,20.808205,20.684669,20.821291,20.844147,20.689735,20.763749,20.873128,20.966655,20.820312,20.825688
1518076623.32419,1518076622.9917,20.688461,20.718849,20.811598,20.738303,20.782342,20.855839,20.802384,20.677227,20.817168,20.837327,20.68602,20.754313,20.869217,20.960448,20.815371,20.821841
1518076683.70936,1518076683.3802,20.68394,20.713248,20.809839,20.732501,20.780243,20.850767,20.797433,20.674386,20.808516,20.831587,20.681427,20.748652,20.863687,20.959301,20.809414,20.818264
1518076744.11966,1518076743.76553,20.680161,20.704814,20.801449,20.728993,20.767924,20.843733,20.789269,20.667282,20.808245,20.8274,20.674673,20.746293,20.860248,20.948978,20.801494,20.811514
1518076804.49681,1518076804.14723,20.67564,20.701912,20.793804,20.72137,20.766908,20.838796,20.787329,20.660516,20.801823,20.823078,20.670823,20.739957,20.855932,20.943918,20.798855,20.805777
1518076864.84797,1518076864.52071,20.666327,20.698673,20.790082,20.717255,20.760748,20.833251,20.78405,20.657471,20.798105,20.815514,20.667986,20.734767,20.849323,20.937036,20.791341,20.803077
1518076925.22113,1518076924.89532,20.663088,20.690171,20.786226,20.710509,20.754317,20.824188,20.777158,20.655103,20.792562,20.808626,20.65988,20.728094,20.840624,20.931976,20.788227,20.798285
1518076985.59501,1518076985.26907,20.654248,20.683153,20.780001,20.70727,20.752016,20.816951,20.770199,20.646984,20.787424,20.804574,20.653666,20.721691,20.836308,20.927658,20.78051,20.791332
1518077045.97289,1518077045.64339,20.649524,20.680859,20.776144,20.70302,20.743757,20.814381,20.764043,20.644345,20.778771,20.799104,20.650491,20.719669,20.835026,20.922867,20.777058,20.785122
1518077106.34299,1518077106.01702,20.645002,20.676135,20.768768,20.696139,20.740778,20.809376,20.76063,20.637579,20.775526,20.792283,20.644412,20.711108,20.826933,20.916997,20.771778,20.780397
1518077166.69549,1518077166.36912,20.642977,20.670601,20.763152,20.691753,20.733602,20.806062,20.75521,20.632098,20.768969,20.788838,20.637725,20.705918,20.824101,20.910115,20.766159,20.776482
1518077227.10346,1518077226.74444,20.633867,20.663246,20.759092,20.686558,20.728051,20.800178,20.751061,20.626482,20.762208,20.785529,20.63097,20.699784,20.81675,20.908563,20.762571,20.771892
1518077287.40646,1518077287.07771,20.630897,20.663718,20.749957,20.680689,20.723651,20.792467,20.747247,20.62161,20.756665,20.777492,20.626849,20.69547,20.812231,20.902287,20.756546,20.763926
1518077347.73913,1518077347.41246,20.62813,20.657037,20.744408,20.674144,20.71837,20.789897,20.738547,20.615385,20.754839,20.772494,20.626309,20.693919,20.808791,20.896012,20.752146,20.760079
1518077408.12704,1518077407.794,20.617062,20.652853,20.740889,20.666453,20.714038,20.789221,20.737544,20.610919,20.751662,20.767902,20.615027,20.6861,20.802654,20.891761,20.748423,20.753463
1518077468.46924,1518077468.13676,20.615915,20.646914,20.739604,20.663686,20.707944,20.777587,20.734398,20.605032,20.744292,20.762971,20.611447,20.680977,20.796988,20.888252,20.740908,20.753126
1518077528.85148,1518077528.52116,20.611325,20.64273,20.730333,20.658356,20.70483,20.774272,20.724762,20.598807,20.739154,20.756825,20.606516,20.675853,20.790041,20.883731,20.736372,20.746375
1518077589.22833,1518077588.89775,20.603901,20.640098,20.72837,20.657681,20.697925,20.772378,20.717534,20.595964,20.735165,20.753178,20.601044,20.671741,20.787613,20.878805,20.729332,20.74111
1518077649.61266,1518077649.28513,20.601539,20.63254,20.720994,20.653026,20.695555,20.767644,20.712314,20.589333,20.72712,20.74926,20.597531,20.668573,20.783634,20.871787,20.726082,20.738072
1518077709.99733,1518077709.6637,20.598232,20.627073,20.715309,20.645941,20.690477,20.761623,20.709035,20.587235,20.725497,20.741628,20.591788,20.66291,20.778643,20.872664,20.719854,20.731658
1518077770.35134,1518077770.0147,20.592157,20.626061,20.710166,20.644727,20.683233,20.756415,20.706893,20.579791,20.721914,20.738791,20.587735,20.658731,20.774326,20.860653,20.717145,20.72376
1518077830.78121,1518077830.40005,20.588445,20.61722,20.713076,20.639194,20.680051,20.750395,20.702543,20.579182,20.716437,20.732037,20.581047,20.652394,20.769132,20.859776,20.713219,20.72214
1518077891.05942,1518077890.73253,20.584463,20.611888,20.703128,20.633863,20.67829,20.745051,20.697055,20.573024,20.711434,20.727038,20.57902,20.649225,20.767041,20.854647,20.706516,20.718494
1518077951.40807,1518077951.08071,20.582843,20.612765,20.697173,20.629275,20.670369,20.741871,20.69237,20.567881,20.70501,20.723593,20.573345,20.644978,20.760903,20.849788,20.699542,20.713093
1518078011.80697,1518078011.46379,20.575891,20.606219,20.694939,20.624079,20.666509,20.738219,20.687552,20.562738,20.700953,20.719608,20.568751,20.639517,20.758205,20.843242,20.698188,20.7083
1518078072.18682,1518078071.85172,20.573461,20.602101,20.688713,20.621245,20.663666,20.735513,20.685209,20.559151,20.700413,20.716163,20.565914,20.636146,20.749976,20.835481,20.693043,20.701751
1518078132.57511,1518078132.23832,20.563539,20.599739,20.683569,20.615982,20.661025,20.728951,20.678583,20.553466,20.693854,20.713732,20.562535,20.633854,20.745524,20.834064,20.685663,20.698848
1518078192.95848,1518078192.62703,20.563809,20.59353,20.681607,20.611528,20.651614,20.724013,20.674032,20.551978,20.688174,20.708058,20.556995,20.625696,20.742151,20.830622,20.684647,20.695067
1518078253.33706,1518078253.00531,20.560231,20.592112,20.676599,20.611798,20.650056,20.719413,20.669079,20.547646,20.684793,20.702654,20.55078,20.621112,20.738711,20.824076,20.681397,20.692637
1518078313.73446,1518078313.39035,20.558004,20.587928,20.675786,20.602014,20.6464,20.715963,20.665666,20.542571,20.677829,20.699411,20.546793,20.620235,20.735743,20.819757,20.67835,20.688518
1518078374.10718,1518078373.77526,20.549904,20.580436,20.669628,20.601879,20.640171,20.710551,20.661516,20.536953,20.675327,20.692791,20.542469,20.61619,20.732371,20.819757,20.673272,20.683859
1518078434.4915,1518078434.15979,20.552199,20.580166,20.667394,20.596885,20.636785,20.707439,20.656095,20.530659,20.671134,20.689008,20.541186,20.606414,20.727041,20.812535,20.666501,20.679876
1518078494.88302,1518078494.54469,20.543896,20.576656,20.661641,20.591622,20.632858,20.703447,20.654823,20.529644,20.666198,20.683874,20.53578,20.607223,20.718947,20.809566,20.664673,20.671976
1518078555.29253,1518078554.93226,20.539981,20.569366,20.656294,20.58683,20.630081,20.697223,20.65161,20.52802,20.662952,20.679821,20.528821,20.601088,20.7178,20.804909,20.659324,20.671774
1518078615.65876,1518078615.32165,20.535931,20.566734,20.652166,20.583524,20.626493,20.694247,20.645318,20.519898,20.663561,20.676106,20.528956,20.600886,20.714292,20.800184,20.656615,20.664482
1518078676.03698,1518078675.69494,20.530666,20.562616,20.65027,20.582107,20.621211,20.691811,20.643578,20.518342,20.6522,20.675971,20.519767,20.592795,20.710717,20.797282,20.651131,20.661781
1518078736.40004,1518078736.06837,20.528506,20.558701,20.645262,20.577045,20.615184,20.68897,20.636215,20.513198,20.652539,20.671715,20.515443,20.590839,20.705792,20.79465,20.645646,20.654421
1518078796.74865,1518078796.41245,20.524321,20.557351,20.640795,20.574683,20.613762,20.680648,20.633672,20.509678,20.645844,20.664554,20.515848,20.584906,20.701205,20.789521,20.643953,20.654354
1518078857.13913,1518078856.79948,20.519595,20.551411,20.636869,20.568205,20.609496,20.681257,20.630392,20.508392,20.644965,20.661582,20.508956,20.582614,20.695808,20.784121,20.638265,20.648615
1518078917.53309,1518078917.1852,20.51514,20.550871,20.63186,20.563481,20.606923,20.676115,20.628585,20.501963,20.637999,20.661649,20.505172,20.576073,20.692637,20.781691,20.636437,20.646116
1518078977.91045,1518078977.57563,20.513655,20.544256,20.627122,20.560849,20.603876,20.672733,20.621757,20.49533,20.635024,20.652664,20.503956,20.57486,20.691693,20.776629,20.632035,20.639297
1518079038.28148,1518079037.94572,20.511089,20.541826,20.626716,20.55599,20.597984,20.672665,20.619816,20.492081,20.632251,20.649354,20.498686,20.568926,20.685756,20.772377,20.629124,20.637136
1518079098.66984,1518079098.33375,20.508254,20.538856,20.620286,20.55518,20.595546,20.666441,20.615331,20.492351,20.623866,20.646044,20.496321,20.565285,20.678807,20.770487,20.624384,20.636663
1518079159.03729,1518079158.69669,20.502449,20.533523,20.618729,20.547824,20.593786,20.661772,20.611783,20.485718,20.622581,20.643409,20.488144,20.561981,20.678605,20.763062,20.621133,20.629303
1518079219.37505,1518079219.03247,20.500356,20.529068,20.611892,20.545597,20.589045,20.65954,20.604554,20.486666,20.619267,20.639288,20.489361,20.559014,20.67341,20.760025,20.616528,20.62667
1518079279.76049,1518079279.42411,20.49671,20.527245,20.610606,20.54175,20.582883,20.655006,20.602211,20.475092,20.616494,20.632802,20.482468,20.555238,20.669767,20.756988,20.615716,20.620997
1518079340.14272,1518079339.79903,20.493875,20.521912,20.605665,20.542087,20.579836,20.650609,20.598998,20.476987,20.609191,20.631045,20.481387,20.55072,20.667811,20.753208,20.604407,20.617418
1518079400.53847,1518079400.19037,20.490837,20.52117,20.603905,20.534326,20.577533,20.646346,20.592973,20.469677,20.606891,20.625641,20.477941,20.547348,20.663493,20.751115,20.604678,20.612827
1518079460.91681,1518079460.58075,20.487394,20.515634,20.59937,20.529129,20.574486,20.645128,20.592504,20.462975,20.605336,20.625505,20.473008,20.544719,20.656071,20.74558,20.599463,20.606479
1518079521.30336,1518079520.96491,20.483343,20.512934,20.595985,20.530951,20.570422,20.641813,20.588354,20.464058,20.601278,20.620573,20.471454,20.539054,20.655464,20.743218,20.598921,20.604588
1518079581.67839,1518079581.34143,20.478078,20.506656,20.592804,20.523122,20.566223,20.634573,20.587617,20.459455,20.598911,20.61429,20.465642,20.534401,20.650404,20.738088,20.595671,20.602292
1518079642.06476,1518079641.7157,20.47855,20.506521,20.588742,20.518465,20.561551,20.632949,20.58494,20.456477,20.592892,20.613817,20.46625,20.529209,20.649594,20.736468,20.591946,20.600672
